#faceId	imagePath	faceRect.x	faceRect.y	faceRect.w	faceRect.h
39927	flickr/3/image05894.jpg	297	196	389	389
39928	flickr/3/image05908.jpg	1194	1150	886	886
39929	flickr/3/image05918.jpg	463	290	696	696
39930	flickr/3/image05929.jpg	756	439	488	488
39931	flickr/3/image05933.jpg	176	132	173	173
39932	flickr/3/image05944.jpg	207	7	369	369
39933	flickr/3/image05945.jpg	200	154	287	287
39934	flickr/3/image05949.jpg	375	268	348	348
39935	flickr/3/image05954.jpg	69	78	246	246
39936	flickr/3/image05995.jpg	94	57	168	168
39939	flickr/3/image06036.jpg	448	178	444	444
39940	flickr/3/image06065.jpg	63	-11	488	488
39941	flickr/3/image06069.jpg	167	337	468	468
39942	flickr/3/image06073.jpg	253	136	117	117
39943	flickr/3/image06085.jpg	-41	486	1298	1298
39944	flickr/3/image06091.jpg	1098	951	1289	1289
39945	flickr/3/image06093.jpg	60	95	194	194
39946	flickr/3/image06106.jpg	653	691	1217	1217
39947	flickr/3/image06110.jpg	88	258	444	444
39948	flickr/3/image06113.jpg	284	90	162	162
39949	flickr/3/image06120.jpg	43	124	210	210
39950	flickr/3/image06129.jpg	183	107	196	196
39951	flickr/3/image06141.jpg	-191	259	627	627
39952	flickr/3/image06142.jpg	13	72	301	301
39953	flickr/3/image06145.jpg	32	3	389	389
39954	flickr/3/image06152.jpg	208	83	156	156
39955	flickr/3/image06158.jpg	769	765	981	981
39956	flickr/3/image06172.jpg	3	-28	402	402
39957	flickr/3/image06175.jpg	94	241	142	142
39958	flickr/3/image06190.jpg	32	132	333	333
39959	flickr/3/image06191.jpg	233	40	307	307
39960	flickr/3/image06214.jpg	242	118	185	185
39961	flickr/3/image06258.jpg	154	19	148	148
39962	flickr/3/image06270.jpg	131	35	311	311
39963	flickr/3/image06280.jpg	73	49	381	381
39964	flickr/3/image06284.jpg	199	162	227	227
39965	flickr/3/image06300.jpg	135	60	242	242
39966	flickr/3/image06302.jpg	655	33	329	329
39967	flickr/3/image06317.jpg	521	719	1812	1812
39968	flickr/3/image06327.jpg	516	104	197	197
39969	flickr/3/image06338.jpg	48	77	230	230
39970	flickr/3/image06355.jpg	208	297	679	679
39971	flickr/3/image06362.jpg	79	97	283	283
39972	flickr/3/image06375.jpg	216	330	312	312
39974	flickr/3/image06407.jpg	313	162	142	142
39975	flickr/3/image06409.jpg	298	122	149	149
39976	flickr/3/image06410.jpg	282	193	142	142
39977	flickr/3/image06411.jpg	246	143	164	164
39978	flickr/3/image06412.jpg	226	179	172	172
39979	flickr/3/image06454.jpg	372	289	481	481
39980	flickr/3/image06459.jpg	117	97	157	157
39981	flickr/3/image06468.jpg	125	206	385	385
39982	flickr/3/image06475.jpg	99	136	224	224
39983	flickr/3/image06503.jpg	40	54	273	273
39984	flickr/3/image01598.jpg	188	106	209	209
39985	flickr/3/image01785.jpg	237	117	58	58
39986	flickr/3/image02057.jpg	142	120	94	94
39987	flickr/3/image02068.jpg	46	35	95	95
39988	flickr/3/image02068.jpg	289	52	112	112
39989	flickr/3/image02068.jpg	466	16	104	104
39990	flickr/3/image02068.jpg	624	41	119	119
39991	flickr/3/image02068.jpg	849	54	122	122
39992	flickr/3/image02142.jpg	108	66	574	574
39993	flickr/3/image02291.jpg	68	33	62	62
39994	flickr/3/image02369.jpg	185	113	180	180
39995	flickr/3/image02532.jpg	-86	-95	549	549
39996	flickr/3/image02592.jpg	211	146	123	123
39997	flickr/3/image02598.jpg	183	113	190	190
39998	flickr/3/image02603.jpg	129	89	89	89
39999	flickr/3/image02603.jpg	181	50	93	93
40000	flickr/3/image02604.jpg	-15	98	544	544
40001	flickr/3/image02612.jpg	532	197	291	291
40002	flickr/3/image02617.jpg	910	394	508	508
40003	flickr/3/image02631.jpg	194	123	82	82
40004	flickr/3/image02632.jpg	545	94	238	238
40005	flickr/3/image02646.jpg	258	79	59	59
40006	flickr/3/image02648.jpg	132	82	72	72
40007	flickr/3/image02721.jpg	33	47	319	319
40008	flickr/3/image02724.jpg	156	74	99	99
40009	flickr/3/image02744.jpg	95	-9	133	133
40010	flickr/3/image02748.jpg	664	197	216	216
40011	flickr/3/image02825.jpg	154	61	131	131
40012	flickr/3/image02867.jpg	172	205	64	64
40013	flickr/3/image02990.jpg	1266	891	466	466
40014	flickr/3/image03006.jpg	516	203	128	128
40015	flickr/3/image03022.jpg	110	99	338	338
40016	flickr/3/image03101.jpg	239	-46	192	192
40017	flickr/3/image03143.jpg	76	73	253	253
40018	flickr/3/image03172.jpg	103	29	275	275
40019	flickr/3/image03174.jpg	80	136	218	218
40020	flickr/3/image03214.jpg	193	63	101	101
40021	flickr/3/image03252.jpg	120	80	108	108
40022	flickr/3/image03278.jpg	793	665	502	502
40023	flickr/3/image03322.jpg	134	115	62	62
40024	flickr/3/image03322.jpg	320	121	59	59
40025	flickr/3/image03354.jpg	116	58	46	46
40026	flickr/3/image03354.jpg	275	43	47	47
40027	flickr/3/image03354.jpg	264	156	43	43
40028	flickr/3/image03354.jpg	389	175	37	37
40029	flickr/3/image03421.jpg	181	193	54	54
40030	flickr/3/image03421.jpg	291	35	51	51
40031	flickr/3/image03421.jpg	385	125	42	42
40032	flickr/3/image03456.jpg	228	108	69	69
40033	flickr/3/image03456.jpg	273	116	73	73
40034	flickr/3/image03456.jpg	363	136	63	63
40035	flickr/3/image03461.jpg	254	75	54	54
40036	flickr/3/image03488.jpg	149	119	60	60
40037	flickr/3/image03624.jpg	98	79	44	44
40038	flickr/3/image03644.jpg	139	196	72	72
40039	flickr/3/image03672.jpg	255	212	133	133
40040	flickr/3/image03729.jpg	192	163	150	150
40041	flickr/3/image03957.jpg	195	133	209	209
40042	flickr/3/image04000.jpg	160	173	545	545
40043	flickr/3/image04004.jpg	-49	-129	2464	2464
40044	flickr/3/image04112.jpg	73	73	208	208
40045	flickr/3/image04584.jpg	359	234	459	459
40046	flickr/3/image04848.jpg	113	109	78	78
40047	flickr/3/image04969.jpg	344	108	62	62
40048	flickr/3/image05103.jpg	329	71	55	55
40049	flickr/3/image05199.jpg	610	1067	1218	1218
40050	flickr/3/image05277.jpg	417	271	1457	1457
40051	flickr/3/image05311.jpg	494	456	465	465
40052	flickr/3/image05389.jpg	146	148	64	64
40053	flickr/3/image05426.jpg	104	140	190	190
40054	flickr/3/image05505.jpg	222	114	322	322
40055	flickr/3/image05909.jpg	1196	1151	881	881
40056	flickr/3/image05930.jpg	1178	672	484	484
40057	flickr/3/image05946.jpg	181	230	121	121
40058	flickr/3/image05982.jpg	209	189	191	191
40059	flickr/3/image06032.jpg	142	23	239	239
40060	flickr/3/image06076.jpg	330	64	51	51
40061	flickr/3/image06255.jpg	322	47	53	53
40062	flickr/3/image06260.jpg	304	229	150	150
40063	flickr/3/image06260.jpg	552	136	155	155
40064	flickr/3/image06276.jpg	58	83	340	340
40065	flickr/3/image06390.jpg	1446	437	770	770
40066	flickr/3/image06392.jpg	632	723	569	569
40067	flickr/3/image06395.jpg	351	31	85	85
40068	flickr/3/image06402.jpg	235	112	123	123
40069	flickr/3/image06442.jpg	112	32	58	58
40070	flickr/3/image06513.jpg	153	116	213	213
40071	flickr/3/image06514.jpg	156	135	219	219
40072	flickr/3/image06515.jpg	169	157	207	207
40073	flickr/3/image06516.jpg	163	164	193	193
40074	flickr/3/image06523.jpg	434	238	407	407
40075	flickr/3/image06538.jpg	143	28	70	70
40076	flickr/3/image06541.jpg	305	79	237	237
40077	flickr/3/image06547.jpg	103	56	128	128
40078	flickr/3/image06561.jpg	129	76	117	117
40079	flickr/3/image06562.jpg	118	82	135	135
40080	flickr/3/image06565.jpg	122	76	161	161
40081	flickr/3/image06566.jpg	221	82	187	187
40082	flickr/3/image06569.jpg	129	128	258	258
40083	flickr/3/image06589.jpg	1084	662	1718	1718
40084	flickr/3/image06604.jpg	447	138	174	174
40085	flickr/3/image06608.jpg	129	103	338	338
40086	flickr/3/image06611.jpg	106	-1	323	323
40087	flickr/3/image06613.jpg	1118	1124	1282	1282
40088	flickr/3/image06621.jpg	124	59	144	144
40089	flickr/3/image06624.jpg	548	376	746	746
40090	flickr/3/image06626.jpg	180	58	218	218
40091	flickr/3/image06643.jpg	540	301	404	404
40092	flickr/3/image06647.jpg	754	74	2398	2398
40093	flickr/3/image06656.jpg	1020	875	1308	1308
40094	flickr/3/image06683.jpg	165	136	307	307
40095	flickr/3/image06695.jpg	276	53	228	228
40096	flickr/3/image06713.jpg	87	380	523	523
40097	flickr/3/image06735.jpg	212	27	203	203
40098	flickr/3/image06741.jpg	150	67	145	145
40099	flickr/3/image06749.jpg	221	72	201	201
40100	flickr/3/image06806.jpg	53	48	170	170
40101	flickr/3/image06807.jpg	148	81	180	180
40102	flickr/3/image06813.jpg	256	91	133	133
40103	flickr/3/image06825.jpg	149	19	62	62
40104	flickr/3/image06825.jpg	340	13	61	61
40105	flickr/3/image06832.jpg	254	70	58	58
40106	flickr/3/image06833.jpg	634	401	1549	1549
40107	flickr/3/image06851.jpg	157	87	78	78
40108	flickr/3/image06855.jpg	-87	201	662	662
40109	flickr/3/image06872.jpg	176	68	113	113
40110	flickr/3/image06885.jpg	827	735	833	833
40111	flickr/3/image06897.jpg	172	134	203	203
40112	flickr/3/image06900.jpg	150	44	286	286
40113	flickr/3/image06910.jpg	132	70	271	271
40114	flickr/3/image06924.jpg	82	35	127	127
40115	flickr/3/image06925.jpg	9	57	399	399
40116	flickr/3/image06934.jpg	182	85	260	260
40117	flickr/3/image06939.jpg	275	126	154	154
40118	flickr/3/image06943.jpg	326	251	282	282
40119	flickr/3/image06962.jpg	167	111	176	176
40120	flickr/3/image06968.jpg	-5	75	347	347
40121	flickr/3/image06984.jpg	98	117	213	213
40122	flickr/3/image06991.jpg	170	-11	204	204
40123	flickr/3/image06993.jpg	1208	493	1631	1631
40124	flickr/3/image06999.jpg	76	47	289	289
40125	flickr/3/image07008.jpg	94	112	91	91
40126	flickr/3/image07008.jpg	208	89	148	148
40128	flickr/3/image07011.jpg	120	108	174	174
40129	flickr/3/image07026.jpg	352	271	499	499
40130	flickr/3/image07036.jpg	147	189	132	132
40131	flickr/3/image07047.jpg	673	363	1265	1265
40132	flickr/3/image07051.jpg	-66	75	402	402
40133	flickr/3/image07054.jpg	116	132	104	104
40134	flickr/3/image07055.jpg	82	65	288	288
40135	flickr/3/image07059.jpg	182	74	94	94
40136	flickr/3/image07069.jpg	140	109	186	186
40137	flickr/3/image07091.jpg	222	146	260	260
40138	flickr/3/image07104.jpg	123	121	298	298
40139	flickr/3/image07106.jpg	114	108	143	143
40140	flickr/3/image07106.jpg	235	151	123	123
40141	flickr/3/image07106.jpg	349	73	117	117
40142	flickr/3/image07106.jpg	343	246	140	140
40144	flickr/3/image07111.jpg	113	136	106	106
40145	flickr/3/image07111.jpg	206	181	107	107
40146	flickr/3/image07118.jpg	165	42	122	122
40147	flickr/3/image07126.jpg	1218	139	2162	2162
40148	flickr/3/image07127.jpg	261	104	133	133
40149	flickr/3/image07192.jpg	310	172	205	205
40150	flickr/3/image07194.jpg	146	826	1182	1182
40151	flickr/3/image07201.jpg	962	443	576	576
40152	flickr/3/image07227.jpg	-18	28	348	348
40153	flickr/3/image07257.jpg	54	216	226	226
40154	flickr/3/image07275.jpg	75	37	232	232
40155	flickr/3/image07282.jpg	219	118	140	140
40156	flickr/3/image07287.jpg	736	660	1826	1826
40157	flickr/3/image07303.jpg	302	288	417	417
40158	flickr/3/image07306.jpg	331	212	323	323
40159	flickr/3/image07308.jpg	209	107	594	594
40160	flickr/3/image07341.jpg	50	26	256	256
40161	flickr/3/image07344.jpg	460	247	185	185
40162	flickr/3/image07348.jpg	1797	660	1625	1625
40163	flickr/3/image07362.jpg	466	482	748	748
40164	flickr/3/image07363.jpg	145	48	208	208
40165	flickr/3/image07431.jpg	538	179	253	253
40166	flickr/3/image07439.jpg	280	85	73	73
40167	flickr/3/image07464.jpg	713	197	205	205
40168	flickr/3/image07465.jpg	387	569	2015	2015
40169	flickr/3/image07468.jpg	213	-21	521	521
40170	flickr/3/image07484.jpg	160	80	139	139
40171	flickr/3/image07489.jpg	470	436	454	454
40172	flickr/3/image07501.jpg	144	135	94	94
40173	flickr/3/image07508.jpg	237	65	194	194
40174	flickr/3/image07511.jpg	64	84	254	254
40175	flickr/3/image07525.jpg	186	48	48	48
40176	flickr/3/image07545.jpg	324	-5	310	310
40177	flickr/3/image07546.jpg	261	99	489	489
40178	flickr/3/image07553.jpg	288	120	168	168
40179	flickr/3/image07561.jpg	137	93	116	116
40180	flickr/3/image07562.jpg	287	161	214	214
40181	flickr/3/image07565.jpg	190	109	187	187
40182	flickr/3/image07595.jpg	128	130	234	234
40183	flickr/3/image07604.jpg	100	175	436	436
40184	flickr/3/image07606.jpg	271	189	789	789
40185	flickr/3/image07608.jpg	139	13	264	264
40186	flickr/3/image07639.jpg	227	67	174	174
40187	flickr/3/image07680.jpg	156	251	471	471
40188	flickr/3/image07719.jpg	125	42	232	232
40189	flickr/3/image07729.jpg	1354	505	1326	1326
40190	flickr/3/image07733.jpg	143	130	102	102
40191	flickr/3/image07734.jpg	163	116	143	143
40192	flickr/3/image07738.jpg	122	98	111	111
40193	flickr/3/image07748.jpg	1065	811	1253	1253
40194	flickr/3/image07766.jpg	164	197	342	342
40195	flickr/3/image07806.jpg	419	462	991	991
40196	flickr/3/image07807.jpg	69	76	311	311
40197	flickr/3/image07808.jpg	197	96	284	284
40198	flickr/3/image07821.jpg	195	72	125	125
40199	flickr/3/image07829.jpg	252	84	200	200
40200	flickr/3/image07842.jpg	94	269	385	385
40201	flickr/3/image07856.jpg	1045	467	1398	1398
40202	flickr/3/image07866.jpg	56	12	147	147
40203	flickr/3/image07866.jpg	283	21	133	133
40204	flickr/3/image07866.jpg	50	156	151	151
40205	flickr/3/image07866.jpg	293	161	135	135
40206	flickr/3/image07871.jpg	1073	650	729	729
40207	flickr/3/image07881.jpg	237	29	411	411
40208	flickr/3/image07883.jpg	200	227	152	152
40209	flickr/3/image07921.jpg	135	150	201	201
40210	flickr/3/image07926.jpg	134	101	95	95
40211	flickr/3/image07927.jpg	2075	652	1165	1165
40212	flickr/3/image07936.jpg	172	115	198	198
40213	flickr/3/image07949.jpg	102	147	86	86
40214	flickr/3/image07950.jpg	163	66	459	459
40215	flickr/3/image07950.jpg	496	104	452	452
40216	flickr/3/image07955.jpg	123	44	308	308
40217	flickr/3/image07962.jpg	139	2	286	286
40218	flickr/3/image07966.jpg	213	118	211	211
40219	flickr/3/image07969.jpg	104	98	131	131
40220	flickr/3/image07969.jpg	351	106	113	113
40221	flickr/3/image07998.jpg	106	-43	381	381
40222	flickr/3/image08001.jpg	245	300	571	571
40223	flickr/3/image08018.jpg	171	193	186	186
40224	flickr/3/image08036.jpg	93	55	280	280
40225	flickr/3/image08058.jpg	444	159	438	438
40226	flickr/3/image08062.jpg	234	76	93	93
40227	flickr/3/image08074.jpg	48	11	287	287
40228	flickr/3/image08075.jpg	161	67	140	140
40229	flickr/3/image08080.jpg	253	152	194	194
40230	flickr/3/image08086.jpg	440	681	1525	1525
40231	flickr/3/image08087.jpg	373	296	626	626
40232	flickr/3/image08092.jpg	142	130	233	233
40233	flickr/3/image08094.jpg	253	234	426	426
40234	flickr/3/image08102.jpg	1021	756	816	816
40235	flickr/3/image08171.jpg	617	156	297	297
40236	flickr/3/image08179.jpg	297	229	351	351
40237	flickr/3/image08210.jpg	-20	4	376	376
40238	flickr/3/image08230.jpg	194	81	246	246
40239	flickr/3/image08237.jpg	2200	459	1549	1549
40240	flickr/3/image08259.jpg	7	178	232	232
40241	flickr/3/image08262.jpg	193	69	95	95
40242	flickr/3/image08306.jpg	626	937	1339	1339
40243	flickr/3/image08324.jpg	117	97	242	242
40244	flickr/3/image08357.jpg	-33	0	342	342
40245	flickr/3/image08372.jpg	82	28	308	308
40246	flickr/3/image08376.jpg	1213	536	756	756
40247	flickr/3/image08386.jpg	153	101	202	202
40248	flickr/3/image08403.jpg	741	335	358	358
40249	flickr/3/image08411.jpg	250	188	394	394
40250	flickr/3/image08422.jpg	8	14	455	455
40251	flickr/3/image08454.jpg	495	348	479	479
40252	flickr/3/image08460.jpg	90	25	106	106
40253	flickr/3/image08460.jpg	58	289	111	111
40254	flickr/3/image08466.jpg	307	149	262	262
40255	flickr/3/image08475.jpg	190	21	281	281
40256	flickr/3/image08485.jpg	29	111	124	124
40257	flickr/3/image08490.jpg	253	42	153	153
40258	flickr/3/image08496.jpg	312	197	215	215
40259	flickr/3/image08498.jpg	659	361	734	734
40260	flickr/3/image08499.jpg	64	33	325	325
40261	flickr/3/image08511.jpg	63	82	177	177
40262	flickr/3/image08512.jpg	260	77	132	132
40263	flickr/3/image08526.jpg	306	165	336	336
40264	flickr/3/image08539.jpg	251	134	113	113
40265	flickr/3/image08551.jpg	14	69	283	283
40266	flickr/3/image08556.jpg	-45	21	549	549
40267	flickr/3/image08560.jpg	137	195	449	449
40268	flickr/3/image08570.jpg	285	13	165	165
40269	flickr/3/image08615.jpg	258	74	127	127
40270	flickr/3/image08621.jpg	186	96	159	159
40271	flickr/3/image08630.jpg	187	114	313	313
40272	flickr/3/image08631.jpg	148	119	127	127
40273	flickr/3/image08633.jpg	270	127	188	188
40274	flickr/3/image08636.jpg	173	142	186	186
40275	flickr/3/image08645.jpg	34	99	282	282
40276	flickr/3/image08648.jpg	189	107	249	249
40277	flickr/3/image08654.jpg	145	90	223	223
40278	flickr/3/image08659.jpg	204	61	331	331
40279	flickr/3/image08665.jpg	168	101	203	203
40280	flickr/3/image08668.jpg	68	77	213	213
40281	flickr/3/image08678.jpg	170	141	183	183
40282	flickr/3/image08686.jpg	141	100	267	267
40283	flickr/3/image08698.jpg	342	198	251	251
40284	flickr/3/image08699.jpg	422	277	167	167
40285	flickr/3/image08719.jpg	129	23	189	189
40286	flickr/3/image08727.jpg	207	58	190	190
40287	flickr/3/image08730.jpg	162	571	1549	1549
40288	flickr/3/image08752.jpg	206	5	329	329
40289	flickr/3/image08755.jpg	25	46	286	286
40290	flickr/3/image08768.jpg	190	62	104	104
40291	flickr/3/image08779.jpg	533	309	627	627
40292	flickr/3/image08798.jpg	993	443	1204	1204
40293	flickr/3/image08809.jpg	209	146	187	187
40294	flickr/3/image08818.jpg	238	84	240	240
40295	flickr/3/image08819.jpg	715	313	649	649
40296	flickr/3/image08833.jpg	620	268	620	620
40297	flickr/3/image08838.jpg	79	94	160	160
40298	flickr/3/image08866.jpg	322	189	401	401
40299	flickr/3/image08885.jpg	850	455	1323	1323
40300	flickr/3/image08890.jpg	349	398	326	326
40301	flickr/3/image08895.jpg	138	88	188	188
40302	flickr/3/image08917.jpg	175	101	222	222
40303	flickr/3/image08921.jpg	474	234	410	410
40304	flickr/3/image08926.jpg	687	201	571	571
40305	flickr/3/image08938.jpg	260	141	418	418
40306	flickr/3/image08955.jpg	225	80	182	182
40307	flickr/3/image08957.jpg	444	234	245	245
40308	flickr/3/image08960.jpg	410	353	606	606
40309	flickr/3/image08961.jpg	603	433	427	427
40310	flickr/3/image08963.jpg	491	294	337	337
40311	flickr/3/image08965.jpg	101	-58	1343	1343
40312	flickr/3/image08966.jpg	177	177	299	299
40313	flickr/3/image08971.jpg	465	217	266	266
40314	flickr/3/image08977.jpg	218	114	325	325
40315	flickr/3/image08986.jpg	594	54	493	493
40316	flickr/3/image08995.jpg	271	199	602	602
40317	flickr/3/image08996.jpg	468	378	633	633
40318	flickr/3/image08997.jpg	82	79	149	149
40319	flickr/3/image08997.jpg	160	86	103	103
40320	flickr/3/image08998.jpg	90	53	234	234
40321	flickr/3/image09001.jpg	838	352	627	627
40322	flickr/3/image09002.jpg	122	-28	477	477
40323	flickr/3/image09004.jpg	249	107	215	215
40324	flickr/3/image09014.jpg	1886	528	1060	1060
40325	flickr/3/image09021.jpg	621	453	465	465
40326	flickr/3/image09022.jpg	222	92	339	339
40327	flickr/3/image09028.jpg	441	154	458	458
40328	flickr/3/image09039.jpg	106	125	214	214
40329	flickr/3/image09047.jpg	41	82	276	276
40330	flickr/3/image09066.jpg	61	115	198	198
40331	flickr/3/image09071.jpg	1927	707	1109	1109
40332	flickr/3/image09093.jpg	352	167	134	134
40333	flickr/3/image09097.jpg	182	112	256	256
40334	flickr/3/image09100.jpg	155	-17	321	321
40335	flickr/3/image09101.jpg	270	114	496	496
40336	flickr/3/image09104.jpg	69	68	215	215
40337	flickr/3/image09124.jpg	165	165	187	187
40338	flickr/3/image09125.jpg	114	104	115	115
40339	flickr/3/image09143.jpg	116	134	287	287
40340	flickr/3/image09150.jpg	-71	497	954	954
40341	flickr/3/image09179.jpg	448	199	384	384
40342	flickr/3/image09182.jpg	214	66	113	113
40343	flickr/3/image09186.jpg	405	300	505	505
40344	flickr/3/image09196.jpg	97	127	155	155
40345	flickr/3/image09208.jpg	77	37	308	308
40346	flickr/3/image09209.jpg	106	281	712	712
40347	flickr/3/image09210.jpg	145	-21	382	382
40348	flickr/3/image09211.jpg	1145	306	1382	1382
40349	flickr/3/image09215.jpg	952	440	348	348
40350	flickr/3/image09221.jpg	32	60	252	252
40351	flickr/3/image09227.jpg	454	134	442	442
40352	flickr/3/image09228.jpg	976	472	500	500
40353	flickr/3/image09230.jpg	821	580	726	726
40354	flickr/3/image09245.jpg	197	80	124	124
40355	flickr/3/image09251.jpg	176	78	145	145
40356	flickr/3/image09252.jpg	315	51	152	152
40357	flickr/3/image09254.jpg	108	125	212	212
40358	flickr/3/image09263.jpg	158	110	146	146
40359	flickr/3/image09266.jpg	64	87	400	400
40360	flickr/3/image09267.jpg	78	104	280	280
40361	flickr/3/image09275.jpg	522	426	241	241
40362	flickr/3/image09279.jpg	135	134	358	358
40363	flickr/3/image09280.jpg	155	127	296	296
40364	flickr/3/image09289.jpg	414	364	1247	1247
40365	flickr/3/image09295.jpg	160	82	138	138
40366	flickr/3/image09301.jpg	1177	621	578	578
40367	flickr/3/image09307.jpg	192	109	186	186
40368	flickr/3/image09317.jpg	381	302	672	672
40369	flickr/3/image09324.jpg	809	461	762	762
40370	flickr/3/image09328.jpg	46	65	203	203
40371	flickr/3/image09328.jpg	161	125	195	195
40372	flickr/3/image09330.jpg	200	112	97	97
40373	flickr/3/image09336.jpg	66	73	316	316
